7-First-Solar_pred1_iTransformer_lstm_parallel_MAE,0.0792,0.1953,0.9586,0.0013
7-First-Solar_pred1_iTransformer_lstm_parallel_MAE,0.0833,0.192,0.96,0.0225
7-First-Solar_pred1_iTransformer_lstm_parallel_MAE,0.081,0.2074,0.9534,-0.003
7-First-Solar_pred1_iTransformer_lstm_parallel_MAE,0.082,0.1939,0.9592,-0.0014
7-First-Solar_pred1_iTransformer_lstm_parallel_MAE,0.0812,0.2054,0.9543,-0.0052
7-First-Solar_pred1_iTransformer_lstm_parallel_MAE,0.0776,0.1911,0.9604,0.004
7-First-Solar_pred1_iTransformer_lstm_parallel_MAE,0.0802,0.1925,0.9598,0.007
7-First-Solar_pred1_iTransformer_lstm_parallel_MAE,0.0752,0.1855,0.9627,0.0102
7-First-Solar_pred1_iTransformer_lstm_parallel_MAE,0.0835,0.2011,0.9562,0.0103
7-First-Solar_pred1_iTransformer_lstm_parallel_MAE,0.0853,0.206,0.954,0.0173
7-First-Solar_pred1_iTransformer_lstm_parallel_MAE,0.0751,0.1841,0.9632,0.0007
7-First-Solar_pred1_iTransformer_lstm_parallel_MAE,0.0807,0.1951,0.9587,0.0081
7-First-Solar_pred1_iTransformer_lstm_parallel_MAE,0.0821,0.1964,0.9582,0.0098
7-First-Solar_pred1_iTransformer_lstm_parallel_MAE,0.0802,0.1948,0.9588,0.0178
7-First-Solar_pred1_iTransformer_lstm_parallel_MAE,0.0747,0.1903,0.9607,0.0142
7-First-Solar_pred1_iTransformer_lstm_parallel_MAE,0.0797,0.1935,0.9594,0.0094
7-First-Solar_pred1_iTransformer_lstm_parallel_MAE,0.0765,0.1916,0.9602,0.0061
7-First-Solar_pred1_iTransformer_lstm_parallel_MAE,0.08,0.1949,0.9588,0.0161
7-First-Solar_pred1_iTransformer_lstm_parallel_MAE,0.0779,0.1875,0.9619,0.0043
7-First-Solar_pred1_iTransformer_lstm_parallel_MAE,0.0767,0.1908,0.9605,0.0092
7-First-Solar_pred1_iTransformer_lstm_parallel_MAE,0.0908,0.2057,0.9541,0.0351
7-First-Solar_pred1_iTransformer_lstm_parallel_MAE,0.1038,0.2179,0.9485,0.0126
7-First-Solar_pred1_iTransformer_lstm_parallel_MAE,0.0825,0.2004,0.9564,0.0091
7-First-Solar_pred1_iTransformer_lstm_parallel_MAE,0.0876,0.2018,0.9558,0.031
7-First-Solar_pred1_iTransformer_lstm_parallel_MAE,0.0747,0.1845,0.9631,-0.0003
7-First-Solar_pred1_iTransformer_lstm_parallel_MAE,0.0802,0.1918,0.9601,0.0044
