7-First-Solar_pred1_iTransformer_TCN_MAE,0.1019,0.2161,0.9493,0.0257
7-First-Solar_pred1_iTransformer_TCN_MAE,0.1017,0.217,0.949,0.0244
7-First-Solar_pred1_iTransformer_TCN_mae,0.1298,0.2144,0.9501,-0.0192
7-First-Solar_pred1_iTransformer_TCN_mae,0.1321,0.215,0.9499,-0.0009
7-First-Solar_pred1_iTransformer_TCN_mae,0.1247,0.2127,0.9509,-0.0422
7-First-Solar_pred1_iTransformer_TCN_mae,0.1312,0.2141,0.9503,-0.0213
7-First-Solar_pred1_iTransformer_TCN_mae,0.1432,0.2241,0.9455,-0.0226
7-First-Solar_pred1_iTransformer_TCN_mae,0.1241,0.2093,0.9525,-0.0281
7-First-Solar_pred1_iTransformer_TCN_mae,0.1402,0.2343,0.9404,-0.0342
7-First-Solar_pred1_iTransformer_TCN_mae,0.1286,0.2149,0.9499,-0.031
7-First-Solar_pred1_iTransformer_TCN_mae,0.1369,0.2264,0.9444,-0.0432
7-First-Solar_pred1_iTransformer_TCN_mae,0.1305,0.2211,0.947,-0.0538
7-First-Solar_pred1_iTransformer_TCN_mae,0.1307,0.2201,0.9474,-0.0639
7-First-Solar_pred1_iTransformer_TCN_mae,0.155,0.2367,0.9392,-0.0478
7-First-Solar_pred1_iTransformer_TCN_mae,0.129,0.2156,0.9496,-0.0519
7-First-Solar_pred1_iTransformer_TCN_mae,0.1321,0.223,0.9461,-0.0566
7-First-Solar_pred1_iTransformer_TCN_mae,0.1292,0.2222,0.9465,-0.0263
7-First-Solar_pred1_iTransformer_TCN_mae,0.1292,0.2138,0.9504,-0.0457
7-First-Solar_pred1_iTransformer_TCN_mae,0.1398,0.2164,0.9492,-0.0065
7-First-Solar_pred1_iTransformer_TCN_mae,0.127,0.2162,0.9493,-0.0273
7-First-Solar_pred1_iTransformer_TCN_mae,0.132,0.2208,0.9471,-0.0283
7-First-Solar_pred1_iTransformer_TCN_mae,0.449,0.7517,0.3872,-0.3545
7-First-Solar_pred1_iTransformer_TCN_mae,0.1341,0.2235,0.9458,-0.0307
7-First-Solar_pred1_iTransformer_TCN_mae,0.1354,0.2322,0.9415,-0.0583
7-First-Solar_pred1_iTransformer_TCN_mae,0.1297,0.2173,0.9488,-0.0347
7-First-Solar_pred1_iTransformer_TCN_mae,0.1341,0.2217,0.9467,-0.0223
7-First-Solar_pred1_iTransformer_TCN_mae,0.1401,0.223,0.9461,-0.0266
7-First-Solar_pred1_iTransformer_TCN_mae,0.1347,0.2266,0.9443,-0.0449
7-First-Solar_pred1_iTransformer_TCN_mae,0.1332,0.2157,0.9496,-0.0297
7-First-Solar_pred1_iTransformer_TCN_mae,0.1296,0.2153,0.9497,-0.037
7-First-Solar_pred1_iTransformer_TCN_mae,0.1363,0.23,0.9426,-0.0278
7-First-Solar_pred1_iTransformer_TCN_mae,0.1378,0.2242,0.9455,-0.0201
7-First-Solar_pred1_iTransformer_TCN_mae,0.132,0.2178,0.9485,-0.0144
7-First-Solar_pred1_iTransformer_TCN_mae,0.1282,0.2195,0.9478,-0.0385
