7-First-Solar_pred1_iTransformer_lstm_optuna_Autumn,0.0547,0.1436,0.9749,0.0118
7-First-Solar_pred1_iTransformer_lstm_optuna_Autumn,0.0549,0.1465,0.9739,-0.0041
7-First-Solar_pred1_iTransformer_lstm_optuna_Autumn,0.0581,0.1582,0.9696,-0.0013
7-First-Solar_pred1_iTransformer_lstm_optuna_Autumn,0.0541,0.1444,0.9747,0.0077
7-First-Solar_pred1_iTransformer_lstm_optuna_Autumn,0.0511,0.1387,0.9766,0.0043
7-First-Solar_pred1_iTransformer_lstm_optuna_Autumn,0.095,0.2547,0.9211,0.0196
7-First-Solar_pred1_iTransformer_lstm_optuna_Autumn,0.0604,0.1578,0.9697,0.011
7-First-Solar_pred1_iTransformer_lstm_optuna_Autumn,0.055,0.1442,0.9747,0.0063
7-First-Solar_pred1_iTransformer_lstm_optuna_Autumn,0.0565,0.1307,0.9792,0.0301
7-First-Solar_pred1_iTransformer_lstm_optuna_Autumn,0.0627,0.1628,0.9678,0.0112
7-First-Solar_pred1_iTransformer_lstm_optuna_Autumn,0.067,0.1678,0.9658,0.0197
7-First-Solar_pred1_iTransformer_lstm_optuna_Autumn,0.0526,0.1471,0.9737,0.0039
7-First-Solar_pred1_iTransformer_lstm_optuna_Autumn,0.054,0.1471,0.9737,0.0041
7-First-Solar_pred1_iTransformer_lstm_optuna_Autumn,0.0544,0.1434,0.975,0.0117
7-First-Solar_pred1_iTransformer_lstm_optuna_Autumn,0.077,0.1973,0.9527,-0.0073
7-First-Solar_pred1_iTransformer_lstm_optuna_Autumn,0.0536,0.146,0.9741,0.0083
7-First-Solar_pred1_iTransformer_lstm_optuna_Autumn,0.0597,0.1499,0.9727,0.0204
7-First-Solar_pred1_iTransformer_lstm_optuna_Autumn,0.0631,0.1575,0.9698,0.0218
7-First-Solar_pred1_iTransformer_lstm_optuna_Autumn,0.0524,0.1419,0.9755,0.0058
7-First-Solar_pred1_iTransformer_lstm_optuna_Autumn,0.0663,0.1625,0.9679,0.018
7-First-Solar_pred1_iTransformer_lstm_optuna_Autumn,0.0584,0.1505,0.9725,0.0165
7-First-Solar_pred1_iTransformer_lstm_optuna_Autumn,0.0595,0.1574,0.9699,0.0134
7-First-Solar_pred1_iTransformer_lstm_optuna_Autumn,0.0554,0.146,0.9741,0.0105
7-First-Solar_pred1_iTransformer_lstm_optuna_Autumn,0.0536,0.1267,0.9805,0.0246
7-First-Solar_pred1_iTransformer_lstm_optuna_Autumn,0.058,0.1491,0.973,0.0228
7-First-Solar_pred1_iTransformer_lstm_optuna_Autumn,0.0594,0.1537,0.9713,0.015
7-First-Solar_pred1_iTransformer_lstm_optuna_Autumn,0.0554,0.1542,0.9711,0.006
7-First-Solar_pred1_iTransformer_lstm_optuna_Autumn,0.0537,0.1465,0.9739,0.0128
7-First-Solar_pred1_iTransformer_lstm_optuna_Autumn,0.0543,0.1497,0.9728,0.0081
7-First-Solar_pred1_iTransformer_lstm_optuna_Autumn,0.0533,0.1446,0.9746,0.0114
7-First-Solar_pred1_iTransformer_lstm_optuna_Autumn,0.0724,0.1879,0.9571,0.0067
7-First-Solar_pred1_iTransformer_lstm_optuna_Autumn,0.0809,0.2183,0.9421,0.0032
